Name;A;B;C;D;E;F;median dnds;annotation;pvalA;pvalB;pvalC;pvalD;pvalE;pvalF;medianPval;pvalAD;pvalBE;pvalCF;Role;go;go_link;mean_js;mean_jsA;mean_jsB;mean_jsC;mean_jsD;mean_jsE;mean_jsF;mean_gapA;mean_gapB;mean_gapC;mean_gapD;mean_gapE;mean_gapF;mean_repA;mean_repB;mean_repC;mean_repD;mean_repE;mean_repF;dnds_gap_correctedA;dnds_gap_correctedB;dnds_gap_correctedC;dnds_gap_correctedD;dnds_gap_correctedE;dnds_gap_correctedF;abA;abB;abC;abD;abE;abF;top_abundant;isSignificant;meanRep;meanPval
TIGR00654;1.270053476;1.425373134;1.293604651;1.357692308;1.550724638;1.26344086;1.32564848;PhzF_family: phenazine biosynthesis protein. PhzF family;1;1;1;1;0.944934412;1;;1;0.398040779;1;94;NA;NA;NA;0.330193513;0.37752809;0.429347733;0.309303333;0.424162206;0.285487835;0.725212323;0.668481403;0.70620972;0.674325385;0.550419559;0.713413079;0.23796034;0.605970149;0.114906832;0.21978022;0.357843137;0.155487805;1.270053476;1.425373134;1.293604651;1.357692308;1.550724638;1.26344086;18;15;14;10;7;17;FALSE;FALSE;0.281991414;0.990822402
TIGR00671;1.05964467;1.185958254;1.064417178;1.054108216;1.195652174;1.15990991;1.112163544;baf: pantothenate kinase. type III;1;1;1;1;1;1;;1;0.433954568;1;83;GO:0004594;NULL;NA;0.218104534;0.3808428;0.266680512;0.218094891;0.280594809;0.205367825;0.76034672;0.693603018;0.730098532;0.73167779;0.702322468;0.740853053;0.250803859;0.065454545;0.14334471;0.355072464;NA;0.077192982;1.05964467;1.185958254;1.064417178;1.054108216;1.195652174;1.15990991;47;26;36;35;22;33;FALSE;FALSE;0.178373712;1
TIGR00684;1.847058824;1.183673469;1.562043796;1.958333333;1.923076923;1.708333333;1.777696079;narJ: nitrate reductase molybdenum cofactor assembly chaperone;0.115318442;1;0.767483297;0.417276082;0.791622387;0.493798716;;0.719246036;1;1;95;GO:0051082;NULL;NA;0.543154615;0.57483314;0.503208115;0.647036067;0.698610794;0.572282643;0.44674574;0.576446612;0.647541803;0.224719101;0.134920635;0.357142857;0.076923077;NA;0.18852459;NA;NA;NA;1.847058824;1.183673469;1.562043796;1.958333333;1.923076923;1.708333333;5;6;9;2;1;4;FALSE;FALSE;0.132723834;0.597583154
TIGR01409;1.606923506;1.617511521;1.76433121;1.674668874;1.7072;1.7;1.687334437;TAT_signal_seq: Tat (twin-arginine translocation) pathway signal sequence;0.000179888;0.01072235;0.002867116;0.0003897;0.05346457;0.001046049;0.001956583;1;1;0.660685834;97;NA;NA;NA;0.175282609;0.418399354;0.254520678;0.170072385;0.257213197;0.234239942;0.687660435;0.821101293;0.64279661;0.597452202;0.626776639;0.718950116;0.31884058;0.239543726;NA;0.211009174;0.303278689;0.358381503;1.606923506;1.617511521;1.76433121;1.674668874;1.7072;1.7;112;53;34;83;41;64;FALSE;TRUE;0.286210734;0.011444946
TIGR00686;0.646341463;0.955974843;0.988047809;1.023076923;0.525;1.213333333;0.972011326;phnA: putative alkylphosphonate utilization operon protein PhnA;1;1;1;1;1;1;;1;1;0.450763031;157;NA;NA;NA;0.47205;0.578049187;0.466395639;0.574213211;0.721948721;0.665779904;0.430769231;0.28455252;0.388243308;0.253211009;0.186046512;0.153845673;NA;0.06504065;NA;NA;0.197674419;NA;0.646341463;0.955974843;0.988047809;1.023076923;0.525;1.213333333;3;6;11;5;2;3;FALSE;FALSE;0.131357535;1
TIGR00689;0.974763407;1.163636364;1.118577075;1.316793893;1.444444444;1.338582677;1.240215129;rpiB_lacA_lacB: sugar-phosphate isomerase. RpiB/LacA/LacB family;1;1;1;1;1;1;;1;1;0.883368266;NA;NA;NA;NA;0.415141972;0.461539;0.497404177;0.419090629;0.553720926;0.432995677;0.550459541;0.393333333;0.359177215;0.398113208;0.319444444;0.399283419;0.178899083;NA;0.196202532;NA;0.203703704;NA;0.974763407;1.163636364;1.118577075;1.316793893;1.444444444;1.338582677;12;5;8;10;1;9;FALSE;FALSE;0.192935106;1
TIGR00690;1.071960298;1.098827471;0.99112801;1.081417625;1.086538462;1.059050064;1.076688962;rpoZ: DNA-directed RNA polymerase. omega subunit;1;1;1;1;1;1;;1;1;1;135;GO:0000345;NULL;NA;0.202240579;0.22742584;0.248667391;0.227036158;0.21910552;0.241678766;0.630478264;0.64612552;0.741117065;0.739043559;0.64975056;0.704623766;NA;NA;0.152173913;0.15819209;NA;NA;1.071960298;1.098827471;0.99112801;1.081417625;1.086538462;1.059050064;116;50;60;91;53;65;FALSE;FALSE;0.155183002;1
TIGR00696;1.413654618;1.5625;1.337398374;1.5;0.9375;1.833333333;1.456827309;wecG_tagA_cpsF: glycosyltransferase. WecB/TagA/CpsF family;1;0.824985168;1;0.855551195;1;0.297749293;;1;1;1;90;GO:0016757;NULL;NA;0.384787227;0.649132227;0.514040348;0.391666624;0.725242286;0.526139957;0.629200924;0.549595142;0.551208565;0.582051282;0.114285714;0.466667739;NA;NA;0.343478261;NA;NA;NA;1.413654618;1.5625;1.337398374;1.5;0.9375;1.833333333;12;4;8;10;1;3;FALSE;FALSE;0.343478261;0.829714276
TIGR00697;0.960707269;1.179824561;1.212355212;1.314606742;0.906122449;0.979452055;1.079638308;TIGR00697: conserved hypothetical integral membrane protein;1;1;1;1;1;1;;1;1;1;156;NA;NA;NA;0.295967762;0.417158434;0.333499561;0.303078935;0.295020178;0.291819808;0.719069825;0.560240542;0.641519649;0.675042955;0.687059289;0.703448276;0.43006993;0.13253012;0.228070175;0.487972509;NA;0.459770115;0.960707269;1.179824561;1.212355212;1.314606742;0.906122449;0.979452055;25;8;14;16;15;19;FALSE;FALSE;0.34768257;1
TIGR00730;1.439613527;1.525;1.492753623;1.509090909;1.575;1.030534351;1.500922266;TIGR00730: TIGR00730 family protein;0.930519743;1;1;0.86089571;1;1;;1;1;1;156;NA;NA;NA;0.401615288;0.457639408;0.575733893;0.564265929;0.705002222;0.54271972;0.498397788;0.471401302;0.287530687;0.245714286;0.170634921;0.281468531;0.048076923;NA;NA;0.314285714;0.095238095;0.097902098;1.439613527;1.525;1.492753623;1.509090909;1.575;1.030534351;9;3;3;5;2;3;FALSE;FALSE;0.138875708;0.965235909
TIGR01630;2.188405797;1.798076923;2.03164557;2.261682243;NA;2.203703704;2.188405797;psiM2_ORF9: phage uncharacterized protein. C-terminal domain;0.000124612;0.149559033;0.002533086;0.000683614;NA;0.002344276;0.002344276;1;1;1;152;NA;NA;NA;0.474543604;0.517508391;0.436990116;0.43600512;NA;0.4123643;0.465989848;0.445977011;0.583011583;0.499999036;NA;0.533;NA;NA;0.104247104;0.355421687;NA;0.47;2.188405797;1.798076923;2.03164557;2.261682243;NA;2.203703704;5;5;7;6;1;5;FALSE;TRUE;0.309889597;0.031048924
TIGR03831;2.318181818;2.121495327;2.131782946;1.867579909;1.813131313;2.588235294;2.126639137;YgiT_finger: YgiT-type zinc finger domain;1.85E-06;0.003383548;0.001602551;0.010346601;0.110971034;0.000387425;0.00249305;1;1;0.581078002;NA;NA;NA;NA;0.369718493;0.478811771;0.401612895;0.366270864;0.374301975;0.460913784;0.362036027;0.355903125;0.537719298;0.365961235;0.354658519;0.380630135;NA;NA;0.149122807;NA;NA;0.256756757;2.318181818;2.121495327;2.131782946;1.867579909;1.813131313;2.588235294;12;6;10;14;10;6;FALSE;TRUE;0.202939782;0.021115502
TIGR00739;1.391600454;1.465088757;1.39399454;1.430431803;1.483119907;1.465284974;1.44776028;yajC: preprotein translocase. YajC subunit;1;0.712889193;1;1;1;1;;1;0.811816615;1;97;GO:0005887;NULL;NA;0.22005378;0.284562053;0.259670126;0.252751588;0.266095839;0.262293284;0.651471707;0.688939474;0.619297358;0.656827588;0.639014286;0.566760746;0.164634146;NA;NA;0.058823529;NA;0.149253731;1.391600454;1.465088757;1.39399454;1.430431803;1.483119907;1.465284974;129;65;70;103;49;68;FALSE;FALSE;0.124237136;0.952148199
TIGR00741;1.361267606;1.275964392;1.22863485;1.303030303;1.287128713;1.503177966;1.295079508;yfiA: ribosomal subunit interface protein;1;1;1;1;1;0.752190219;;1;1;0.789898713;169;GO:0005840;NULL;NA;0.250321081;0.318022139;0.277415172;0.381933379;0.281497464;0.234819611;0.614345676;0.594412428;0.644616158;0.766181297;0.55932971;0.642372778;0.162162162;0.341040462;0.527093596;0.14334471;0.463768116;0.105555556;1.361267606;1.275964392;1.22863485;1.303030303;1.287128713;1.503177966;76;43;47;54;29;51;FALSE;FALSE;0.2904941;0.95869837
TIGR00756;1.855081179;1.869546436;1.878968254;1.882658023;1.896298174;1.915492958;1.880813139;PPR: pentatricopeptide repeat domain;1.02E-17;1.93E-26;1.18E-20;2.44E-31;1.07E-29;3.06E-43;;1;1;1;NA;NA;NA;NA;0.204604685;0.186939107;0.22821665;0.186577333;0.159293349;0.150125605;0.596116643;0.649190476;0.703397291;0.665278167;0.678857023;0.693986188;0.706293706;0.410714286;0.689655172;0.344444444;0.660465116;0.771300448;1.855081179;1.869546436;1.878968254;1.882658023;1.896298174;1.915492958;87;119;107;165;179;207;FALSE;TRUE;0.597145529;1.71E-18
TIGR01007;2.147727273;1.83;1.741154562;1.520833333;NA;1.76984127;1.76984127;eps_fam: capsular exopolysaccharide family;2.81E-05;0.000274261;0.002999705;0.986829282;NA;0.200264423;0.002999705;0.866964539;1;1;144;NA;NA;NA;0.546525142;0.450474933;0.485969035;0.5565984;NA;0.673755331;0.281376518;0.424073756;0.54873393;0.304444444;NA;0.148897059;0.263157895;0.5;0.61754386;NA;NA;0.224264706;2.147727273;1.83;1.741154562;1.520833333;NA;1.76984127;4;6;9;2;0;2;FALSE;TRUE;0.401241615;0.238079147
TIGR00778;1.279332616;1.2914361;1.286179745;1.277973568;1.431347698;1.32125947;1.288807923;ahpD_dom: alkylhydroperoxidase AhpD family core domain;1;1;1;1;1;1;;1;0.244982841;1;157;NA;NA;NA;0.180697941;0.171756129;0.191836344;0.168876547;0.182196685;0.166738402;0.81317768;0.763948952;0.78778448;0.759535964;0.692843146;0.712716649;0.349673203;0.487903226;0.483870968;0.33632287;0.151685393;0.448453608;1.279332616;1.2914361;1.286179745;1.277973568;1.431347698;1.32125947;354;245;247;327;147;265;FALSE;FALSE;0.376318211;1
TIGR03061;2.888888889;NA;NA;NA;NA;NA;2.888888889;pip_yhgE_Nterm: YhgE/Pip N-terminal domain;0.005181069;NA;NA;NA;NA;NA;0.005181069;1;1;1;NA;NA;NA;NA;0.699308659;NA;NA;NA;NA;NA;0.283536585;NA;NA;NA;NA;NA;0.347560976;NA;NA;NA;NA;NA;2.888888889;NA;NA;NA;NA;NA;2;0;0;1;0;1;FALSE;TRUE;0.347560976;0.005181069
TIGR00810;0.96484375;1.07493188;1.028368794;1.034233365;1.121279762;1.093122337;1.054582623;secG: preprotein translocase. SecG subunit;1;1;1;1;1;1;;1;0.17657163;0.909079164;97;GO:0005887;NULL;NA;0.192929724;0.236660235;0.224496047;0.189707758;0.261745944;0.205316316;0.712556409;0.696828412;0.691319767;0.695406303;0.646700909;0.633140677;0.104972376;0.364705882;0.290697674;0.351515152;NA;0.203007519;0.96484375;1.07493188;1.028368794;1.034233365;1.121279762;1.093122337;145;101;108;138;77;96;FALSE;FALSE;0.262979721;1
TIGR02118;1.712477396;1.884250474;1.736596737;1.647425897;2.121813031;1.655068079;1.724537067;TIGR02118: conserved hypothetical protein;4.57E-06;9.45E-07;0.0109325;0.033036799;9.20E-07;0.050957838;0.005468537;1;0.017850016;1;156;NA;NA;NA;0.231905721;0.203866972;0.23602478;0.19340994;0.228980361;0.215057044;0.704743654;0.622161338;0.682357253;0.68411259;0.651184217;0.71683936;NA;NA;0.21978022;NA;0.234939759;0.098522167;1.712477396;1.884250474;1.736596737;1.647425897;2.121813031;1.655068079;70;45;33;57;29;49;FALSE;TRUE;0.184414049;0.015822263
TIGR00847;1.128104575;1.039622642;0.995798319;1.070544554;1.245551601;1.063953488;1.067249021;ccoS: cytochrome oxidase maturation protein. cbb3-type;1;1;1;1;1;1;;1;1;1;112;GO:0008535;NULL;NA;0.253289902;0.327343956;0.307059222;0.236238667;0.300899216;0.255792937;0.553615686;0.517019341;0.522619222;0.661026963;0.563512059;0.627417698;NA;NA;NA;NA;0.12745098;NA;1.128104575;1.039622642;0.995798319;1.070544554;1.245551601;1.063953488;58;36;44;61;21;51;FALSE;FALSE;0.12745098;1
TIGR00855;0.827309237;0.835714286;0.852272727;0.680473373;1.071428571;0.961038961;0.843993507;L12: ribosomal protein L7/L12;1;1;1;1;1;1;;1;1;0.849657333;158;GO:0000315;NULL;NA;0.50514188;0.504418559;0.502354621;0.603257033;0.515320561;0.444693282;0.347535714;0.318318378;0.330086364;0.175824286;0.387850467;0.467175573;NA;0.540540541;0.325757576;0.373626374;0.242990654;0.244274809;0.827309237;0.835714286;0.852272727;0.680473373;1.071428571;0.961038961;9;6;7;6;2;5;FALSE;FALSE;0.345437991;1
TIGR02610;1.900383142;1.97;2.222222222;1.792332268;1.824175824;2.19434629;1.935191571;PHA_gran_rgn: putative polyhydroxyalkanoic acid system protein;0.000599399;0.03227324;6.54E-05;0.010346601;0.304130017;1.59E-07;0.005473;1;1;0.14285777;NA;NA;NA;NA;0.445448491;0.459999375;0.370978306;0.335198295;0.451345053;0.340664331;0.361264906;0.412946429;0.530529758;0.528423023;0.402631579;0.52028121;0.339622642;NA;NA;NA;NA;0.261146497;1.900383142;1.97;2.222222222;1.792332268;1.824175824;2.19434629;16;8;12;21;6;17;FALSE;TRUE;0.300384569;0.057902464
TIGR00952;0.736371033;0.753863135;0.894062864;0.784073507;0.845466156;0.735323383;0.768968321;S15_bact: ribosomal protein S15;1;1;1;1;1;1;;1;1;0.821002664;158;GO:0000314;NULL;NA;0.321873609;0.382007885;0.385092444;0.359436514;0.382173667;0.340304182;0.563128797;0.461188173;0.555119333;0.48379945;0.5132975;0.500801727;0.338345865;NA;0.177777778;0.422018349;0.4;0.427272727;0.736371033;0.753863135;0.894062864;0.784073507;0.845466156;0.735323383;69;50;47;71;43;57;FALSE;FALSE;0.353082944;1
TIGR00964;1.290117572;1.342672414;1.243866536;1.370577281;1.521939954;1.35213495;1.347403682;secE_bact: preprotein translocase. SecE subunit;1;1;1;1;0.918389041;1;;1;0.063296995;1;97;GO:0005887;NULL;NA;0.176048105;0.214515;0.195434012;0.190250656;0.244697427;0.192388112;0.730083421;0.654720461;0.694662616;0.721161093;0.702090643;0.649282937;0.3;NA;0.093023256;0.163934426;0.058479532;0.251748252;1.290117572;1.342672414;1.243866536;1.370577281;1.521939954;1.35213495;232;116;147;192;91;134;FALSE;FALSE;0.173437093;0.986398173
TIGR00976;1.743142145;1.904761905;1.607692308;1.718531469;1.764227642;1.764227642;1.753684894;/NonD: hydrolase CocE/NonD family protein;2.02E-05;8.54E-08;0.135948586;0.004982577;0.127248356;0.001694089;;1;0.500154707;1;703;GO:0008152;NULL;NA;0.141823102;0.233607126;0.191264082;0.22345519;0.215775864;0.165885382;0.873006707;0.844194954;0.843047398;0.867683413;0.798988867;0.868750996;0.689795918;0.711258278;0.625668449;0.513399154;0.116147309;0.558441558;1.743142145;1.904761905;1.607692308;1.718531469;1.764227642;1.764227642;57;47;38;48;22;44;FALSE;TRUE;0.535785111;0.044982312
TIGR00981;0.595555556;0.227272727;0.397590361;0.329113924;0.40625;0.5625;0.401920181;rpsL_bact: ribosomal protein S12;1;1;1;1;1;1;;1;1;0.653265931;158;GO:0000314;NULL;NA;0.500471747;0.475953937;0.593810729;0.424748742;0.650805393;0.51980784;0.472138554;0.456693465;0.278645833;0.499236556;0.235955056;0.39;0.210843373;NA;0.208333333;0.066225166;NA;0.272;0.595555556;0.227272727;0.397590361;0.329113924;0.40625;0.5625;8;5;4;12;2;4;FALSE;FALSE;0.189350468;1
TIGR01003;1.231707317;1.334831461;1.345022624;1.296410256;1.42800789;1.246815287;1.315620859;PTS_HPr_family: phosphocarrier. HPr family;1;1;1;1;1;1;;1;0.532741488;1;700;GO:0008982;contributes_to;NA;0.299271865;0.297222146;0.272390428;0.284723796;0.318447339;0.295322373;0.697728549;0.709766575;0.655128877;0.580747956;0.497059266;0.527818729;0.388601036;0.557077626;0.331550802;0.138686131;0.220183486;NA;1.231707317;1.334831461;1.345022624;1.296410256;1.42800789;1.246815287;64;50;54;60;31;40;FALSE;FALSE;0.327219816;1
TIGR03026;2.143369176;1.464539007;1.959302326;NA;NA;NA;1.959302326;NDP-sugDHase: nucleotide sugar dehydrogenase;7.49E-08;0.986446584;0.005697827;NA;NA;NA;0.005697827;0.097677562;1;1;NA;NA;NA;NA;0.557364369;0.520630636;0.474733957;NA;NA;NA;0.368806306;0.407309322;0.385025749;NA;NA;NA;0.412162162;0.580508475;0.197860963;NA;NA;NA;2.143369176;1.464539007;1.959302326;NA;NA;NA;4;4;3;0;0;0;FALSE;TRUE;0.396843866;0.330714829
TIGR01009;0.903225806;0.8;0.816901408;1.161073826;0.875;0.604166667;0.845950704;rpsC_bact: ribosomal protein S3;1;1;1;1;1;1;;0.162881267;1;1;158;GO:0000312;NULL;NA;0.371936165;0.4914522;0.437236283;0.577201944;0.389196847;0.420187732;0.583495146;0.45;0.453292876;0.326388889;0.541872759;0.520618557;0.266990291;NA;0.048672566;NA;0.60591133;0.195876289;0.903225806;0.8;0.816901408;1.161073826;0.875;0.604166667;5;4;9;5;3;4;FALSE;FALSE;0.279362619;1
TIGR01011;0.624183007;1.034816248;0.829192547;0.625;0.933333333;0.977707006;0.88126294;rpsB_bact: ribosomal protein S2;1;1;1;1;1;1;;1;0.021906422;1;158;GO:0000314;NULL;NA;0.200966101;0.218210735;0.204262557;0.18896631;0.225398484;0.188711535;0.784155833;0.695006041;0.750808252;0.731022694;0.703631189;0.741160118;0.443452381;0.13877551;0.252427184;0.05904059;NA;0.181102362;0.624183007;1.034816248;0.829192547;0.625;0.933333333;0.977707006;59;45;48;52;31;52;TRUE;FALSE;0.214959606;1
TIGR01022;0.699792961;0.734899329;0.828;0.706329114;0.974169742;0.807881773;0.771390551;rpmJ_bact: ribosomal protein L36;1;1;1;1;1;1;;1;0.487995736;0.8418545;158;GO:0000315;NULL;NA;0.330843097;0.366212025;0.359448675;0.293324271;0.406914643;0.275680455;0.684711947;0.567702152;0.532702892;0.6321025;0.44898;0.675695364;NA;NA;NA;NA;0.267857143;0.118181818;0.699792961;0.734899329;0.828;0.706329114;0.974169742;0.807881773;42;28;23;33;29;36;FALSE;FALSE;0.193019481;1
TIGR01023;0.934090909;1.090458488;1.078212291;1.013513514;1.096126255;1.053469852;1.065841072;rpmG_bact: ribosomal protein L33;1;1;1;1;1;1;;1;0.362339708;0.730945624;158;GO:0000315;NULL;NA;0.2417209;0.264328636;0.240872393;0.223989558;0.261432393;0.260601979;0.6085037;0.647088545;0.67102906;0.672425575;0.666665983;0.589650104;NA;NA;NA;NA;0.282051282;NA;0.934090909;1.090458488;1.078212291;1.013513514;1.096126255;1.053469852;101;74;80;107;60;79;FALSE;FALSE;0.282051282;1
TIGR01024;0.623003195;0.94375;0.787234043;0.848484848;0.889502762;1.12972973;0.868993805;rplS_bact: ribosomal protein L19;1;1;1;1;1;1;;1;0.760738216;0.248961075;158;GO:0000311;NULL;NA;0.435132517;0.479410254;0.568443388;0.501863413;0.468747391;0.44493656;0.438228741;0.359564915;0.33648157;0.345238095;0.388586957;0.406;0.160839161;NA;0.173553719;0.253968254;NA;NA;0.623003195;0.94375;0.787234043;0.848484848;0.889502762;1.12972973;12;7;7;10;8;8;FALSE;FALSE;0.196120378;1
TIGR01030;0.659983962;0.770154374;0.812244898;0.665647299;0.795918367;0.672566372;0.721360373;rpmH_bact: ribosomal protein L34;1;1;1;1;1;1;;1;0.175454154;0.909079164;158;GO:0000315;NULL;NA;0.310264021;0.357351684;0.398458375;0.351111414;0.39517961;0.353417474;0.598234948;0.566818947;0.50030475;0.590221919;0.500360519;0.581376737;0.402061856;0.136842105;0.325;NA;0.272727273;NA;0.659983962;0.770154374;0.812244898;0.665647299;0.795918367;0.672566372;84;39;33;75;24;46;TRUE;FALSE;0.284157808;1
TIGR01031;1.352465643;1.371714643;1.307007786;1.317324185;1.313286713;1.226988382;1.315305449;rpmF_bact: ribosomal protein L32;1;1;1;1;1;1;;1;1;1;158;GO:0000315;NULL;NA;0.206494306;0.254092782;0.233145772;0.245164717;0.274013711;0.239886481;0.710541181;0.673807293;0.640752033;0.604963019;0.542439381;0.5880125;0.097222222;NA;NA;NA;NA;0.138888889;1.352465643;1.371714643;1.307007786;1.317324185;1.313286713;1.226988382;110;58;69;104;51;75;FALSE;FALSE;0.118055556;1
TIGR01032;0.945373467;0.880116959;0.985893417;0.862690707;0.949464012;1.020926756;0.94741874;rplT_bact: ribosomal protein L20;1;1;1;1;1;1;;1;1;0.246709867;158;GO:0000315;NULL;NA;0.307756875;0.340769931;0.36037782;0.366208095;0.336174565;0.330075659;0.570784792;0.554130069;0.547908797;0.50641627;0.567744928;0.53318186;NA;0.262068966;NA;0.166666667;NA;NA;0.945373467;0.880116959;0.985893417;0.862690707;0.949464012;1.020926756;52;37;35;45;39;36;FALSE;FALSE;0.214367816;1
TIGR01044;1.069724771;1.146341463;0.994186047;1.278959811;1.295154185;0.993617021;1.108033117;rplV_bact: ribosomal protein L22;1;1;1;1;1;1;;0.912687459;0.503876468;1;158;GO:0000311;NULL;NA;0.405960216;0.429142;0.407619076;0.405880682;0.4103448;0.410700878;0.43509518;0.395833833;0.424122437;0.432263636;0.475151667;0.451576149;NA;NA;0.18487395;0.136363636;0.146666667;NA;1.069724771;1.146341463;0.994186047;1.278959811;1.295154185;0.993617021;23;11;16;16;9;16;FALSE;FALSE;0.155968084;1
TIGR01049;0.509210526;0.728855721;0.601178782;0.591549296;0.628654971;0.633333333;0.614916877;rpsJ_bact: ribosomal protein S10;1;1;1;1;1;1;;1;0.136252288;1;158;GO:0000314;NULL;NA;0.462833774;0.42622254;0.481545727;0.413445433;0.410346726;0.426768269;0.380593019;0.492785397;0.372314;0.472755906;0.472149823;0.401524904;NA;NA;NA;NA;NA;NA;0.509210526;0.728855721;0.601178782;0.591549296;0.628654971;0.633333333;30;19;21;24;16;26;FALSE;FALSE;-1;1
TIGR01050;0.614503817;0.59566787;0.9030837;0.526627219;0.546583851;0.61;0.602833935;rpsS_bact: ribosomal protein S19;1;1;1;1;1;1;;1;1;0.06110468;158;GO:0000314;NULL;NA;0.50102783;0.55038;0.534657813;0.485968;0.52780899;0.497991837;0.386792736;0.310864948;0.3181825;0.393421053;0.352272727;0.353741327;NA;NA;0.15625;0.157894737;NA;0.306122449;0.614503817;0.59566787;0.9030837;0.526627219;0.546583851;0.61;10;13;11;8;8;15;TRUE;FALSE;0.206755729;1
TIGR01066;1.044230769;1.08310992;0.956647399;0.933054393;1.320855615;1.106719368;1.063670345;rplM_bact: ribosomal protein L13;1;1;1;1;1;1;;1;0.229735744;1;158;GO:0000315;NULL;NA;0.355080127;0.364714129;0.453405933;0.355809938;0.440962381;0.402256194;0.496973038;0.48566329;0.429048467;0.526629813;0.431595646;0.439055299;NA;NA;NA;NA;0.170068027;0.201492537;1.044230769;1.08310992;0.956647399;0.933054393;1.320855615;1.106719368;22;18;14;22;9;12;FALSE;FALSE;0.185780282;1
TIGR01067;0.895238095;0.235294118;1.182926829;0.738396624;1.028169014;0.886597938;0.890918017;rplN_bact: ribosomal protein L14;1;1;1;1;1;1;;1;1;0.383975625;158;GO:0000315;NULL;NA;0.585241532;0.52150232;0.628894063;0.571838934;0.576364417;0.660309756;0.235214919;0.376;0.234373203;0.259953525;0.272222917;0.20867122;0.129032258;NA;0.15625;NA;NA;0.390243902;0.895238095;0.235294118;1.182926829;0.738396624;1.028169014;0.886597938;6;2;3;7;3;3;FALSE;FALSE;0.225175387;1
TIGR01071;0.918575064;1.166666667;0.836601307;0.7;0.989795918;1;0.954185491;rplO_bact: ribosomal protein L15;1;1;1;1;1;1;;1;0.154332216;1;158;GO:0000315;NULL;NA;0.34164175;0.392467303;0.468719801;0.381654481;0.459047846;0.582046014;0.565132188;0.479440789;0.484271523;0.557142857;0.447436385;0.443237101;NA;0.322368421;0.42384106;0.25974026;NA;0.15942029;0.918575064;1.166666667;0.836601307;0.7;0.989795918;1;18;8;8;10;4;6;FALSE;FALSE;0.291342508;1
TIGR00026;1.587447699;1.567651633;1.870967742;1.684273709;1.70096463;1.784161491;1.69261917;hi_GC_TIGR00026: deazaflavin-dependent oxidoreductase. nitroreductase family;0.008988982;0.122817753;1.66E-06;0.002570782;0.209356893;0.000565508;0.005779882;1;1;0.049640469;703;GO:0003824;NULL;NA;0.225879745;0.234756095;0.246357167;0.234942957;0.268078414;0.273868662;0.655343367;0.638659231;0.639877167;0.644420161;0.600919862;0.59126879;0.346938776;0.479289941;NA;0.134408602;NA;NA;1.587447699;1.567651633;1.870967742;1.684273709;1.70096463;1.784161491;72;43;41;54;27;38;FALSE;TRUE;0.320212439;0.057383596
TIGR01079;1.057074911;1.255639098;1.075324675;1.182586644;1.335704125;1.260361318;1.219112871;rplX_bact: ribosomal protein L24;1;1;1;1;1;1;;1;0.017850016;1;158;GO:0000315;NULL;NA;0.250585795;0.293603529;0.322863803;0.240603966;0.310281591;0.28295212;0.645431648;0.527724265;0.567195282;0.629605287;0.518675606;0.630332011;0.085227273;0.169117647;0.11971831;0.597701149;0.106060606;0.081521739;1.057074911;1.255639098;1.075324675;1.182586644;1.335704125;1.260361318;99;58;44;76;41;49;FALSE;FALSE;0.193224454;1
TIGR01841;1.680991736;1.565022422;2.16722408;1.757575758;1.666666667;1.809659091;1.719283747;phasin: phasin family protein;0.004057268;0.494168487;4.53E-08;0.004074927;0.406780797;0.00779482;0.005934873;1;1;0.06110468;NA;NA;NA;NA;0.279587107;0.27715729;0.323063622;0.284115108;0.331627895;0.280491333;0.584905031;0.634782387;0.648979592;0.557553957;0.510526316;0.714402133;0.716981132;NA;0.403061224;0.381294964;NA;0.324444444;1.680991736;1.565022422;2.16722408;1.757575758;1.666666667;1.809659091;33;18;19;32;15;25;FALSE;TRUE;0.456445441;0.152812724
TIGR02481;1.830985915;2.814814815;NA;2.454545455;NA;2.708333333;2.581439394;hemeryth_dom: hemerythrin-like metal-binding domain;0.177853242;0.010836327;NA;0.001404731;NA;0.001387823;0.006120529;1;1;0.883368266;NA;NA;NA;NA;0.560230067;0.696494034;NA;0.63659189;NA;0.66895803;0.296979866;0.222689076;NA;0.194225197;NA;0.125;NA;NA;NA;0.157480315;NA;0.265151515;1.830985915;2.814814815;NA;2.454545455;NA;2.708333333;4;2;1;3;1;2;FALSE;TRUE;0.211315915;0.04787053
TIGR01445;2;1.877906977;2;1.916666667;1.9375;2.166666667;1.96875;intein_Nterm: intein N-terminal splicing region;1.17E-05;0.014138159;0.104341547;0.000273925;0.126836516;0.00011009;0.007206042;1;1;0.821002664;NA;NA;NA;NA;0.610404012;0.709659285;0.48786027;0.373892715;0.446263167;0.381479118;0.807026714;0.800948067;0.369369369;0.740929931;0.438333333;0.463970588;NA;0.171993912;0.495495495;0.278350515;NA;0.294117647;2;1.877906977;2;1.916666667;1.9375;2.166666667;14;8;4;17;5;8;FALSE;TRUE;0.309989392;0.040951988
